FIPS,STATE,ABBR,NAME
19071,Iowa,IA,Fremont County
19073,Iowa,IA,Greene County
19075,Iowa,IA,Grundy County
19077,Iowa,IA,Guthrie County
19079,Iowa,IA,Hamilton County
19081,Iowa,IA,Hancock County
19083,Iowa,IA,Hardin County
19085,Iowa,IA,Harrison County
19087,Iowa,IA,Henry County
19089,Iowa,IA,Howard County
19091,Iowa,IA,Humboldt County
19093,Iowa,IA,Ida County
19095,Iowa,IA,Iowa County
19097,Iowa,IA,Jackson County
19099,Iowa,IA,Jasper County
19101,Iowa,IA,Jefferson County
19103,Iowa,IA,Johnson County
19105,Iowa,IA,Jones County
19107,Iowa,IA,Keokuk County
19109,Iowa,IA,Kossuth County
19111,Iowa,IA,Lee County
19113,Iowa,IA,Linn County
19115,Iowa,IA,Louisa County
19117,Iowa,IA,Lucas County
19119,Iowa,IA,Lyon County
19121,Iowa,IA,Madison County
19123,Iowa,IA,Mahaska County
19125,Iowa,IA,Marion County
19127,Iowa,IA,Marshall County
19129,Iowa,IA,Mills County
19131,Iowa,IA,Mitchell County
19133,Iowa,IA,Monona County
19135,Iowa,IA,Monroe County
19137,Iowa,IA,Montgomery County
19139,Iowa,IA,Muscatine County
19141,Iowa,IA,O'Brien County
19143,Iowa,IA,Osceola County
19145,Iowa,IA,Page County
19147,Iowa,IA,Palo Alto County
19149,Iowa,IA,Plymouth County
19151,Iowa,IA,Pocahontas County
19153,Iowa,IA,Polk County
19155,Iowa,IA,Pottawattamie County
19157,Iowa,IA,Poweshiek County
19159,Iowa,IA,Ringgold County
19161,Iowa,IA,Sac County
19163,Iowa,IA,Scott County
19165,Iowa,IA,Shelby County
19167,Iowa,IA,Sioux County
19169,Iowa,IA,Story County
19171,Iowa,IA,Tama County
19173,Iowa,IA,Taylor County
19175,Iowa,IA,Union County
19177,Iowa,IA,Van Buren County
19179,Iowa,IA,Wapello County
19181,Iowa,IA,Warren County
19183,Iowa,IA,Washington County
19185,Iowa,IA,Wayne County
19187,Iowa,IA,Webster County
19189,Iowa,IA,Winnebago County
19191,Iowa,IA,Winneshiek County
19193,Iowa,IA,Woodbury County
19195,Iowa,IA,Worth County
19197,Iowa,IA,Wright County
20001,Kansas,KS,Allen County
20003,Kansas,KS,Anderson County
20005,Kansas,KS,Atchison County
20007,Kansas,KS,Barber County
20009,Kansas,KS,Barton County
20011,Kansas,KS,Bourbon County
20013,Kansas,KS,Brown County
20015,Kansas,KS,Butler County
20017,Kansas,KS,Chase County
20019,Kansas,KS,Chautauqua County
20021,Kansas,KS,Cherokee County
20023,Kansas,KS,Cheyenne County
20025,Kansas,KS,Clark County
20027,Kansas,KS,Clay County
20029,Kansas,KS,Cloud County
20031,Kansas,KS,Coffey County
20033,Kansas,KS,Comanche County
20035,Kansas,KS,Cowley County
20037,Kansas,KS,Crawford County
20039,Kansas,KS,Decatur County
20041,Kansas,KS,Dickinson County
20043,Kansas,KS,Doniphan County
20045,Kansas,KS,Douglas County
20047,Kansas,KS,Edwards County
20049,Kansas,KS,Elk County
20051,Kansas,KS,Ellis County
20053,Kansas,KS,Ellsworth County
20055,Kansas,KS,Finney County
20057,Kansas,KS,Ford County
20059,Kansas,KS,Franklin County
20061,Kansas,KS,Geary County
20063,Kansas,KS,Gove County
20065,Kansas,KS,Graham County
20067,Kansas,KS,Grant County
20069,Kansas,KS,Gray County
20071,Kansas,KS,Greeley County
20073,Kansas,KS,Greenwood County
20075,Kansas,KS,Hamilton County
20077,Kansas,KS,Harper County
20079,Kansas,KS,Harvey County
20081,Kansas,KS,Haskell County
20083,Kansas,KS,Hodgeman County
20085,Kansas,KS,Jackson County
20087,Kansas,KS,Jefferson County
20089,Kansas,KS,Jewell County
20091,Kansas,KS,Johnson County
20093,Kansas,KS,Kearny County
20095,Kansas,KS,Kingman County
20097,Kansas,KS,Kiowa County
20099,Kansas,KS,Labette County
20101,Kansas,KS,Lane County
20103,Kansas,KS,Leavenworth County
20105,Kansas,KS,Lincoln County
20107,Kansas,KS,Linn County
20109,Kansas,KS,Logan County
20111,Kansas,KS,Lyon County
20113,Kansas,KS,McPherson County
20115,Kansas,KS,Marion County
20117,Kansas,KS,Marshall County
20119,Kansas,KS,Meade County
20121,Kansas,KS,Miami County
20123,Kansas,KS,Mitchell County
20125,Kansas,KS,Montgomery County
20127,Kansas,KS,Morris County
20129,Kansas,KS,Morton County
20131,Kansas,KS,Nemaha County
20133,Kansas,KS,Neosho County
20135,Kansas,KS,Ness County
20137,Kansas,KS,Norton County
20139,Kansas,KS,Osage County
20141,Kansas,KS,Osborne County
20143,Kansas,KS,Ottawa County
20145,Kansas,KS,Pawnee County
20147,Kansas,KS,Phillips County
20149,Kansas,KS,Pottawatomie County
20151,Kansas,KS,Pratt County
20153,Kansas,KS,Rawlins County
20155,Kansas,KS,Reno County
20157,Kansas,KS,Republic County
20159,Kansas,KS,Rice County
20161,Kansas,KS,Riley County
20163,Kansas,KS,Rooks County
20165,Kansas,KS,Rush County
20167,Kansas,KS,Russell County
20169,Kansas,KS,Saline County
20171,Kansas,KS,Scott County
20173,Kansas,KS,Sedgwick County
20175,Kansas,KS,Seward County
20177,Kansas,KS,Shawnee County
20179,Kansas,KS,Sheridan County
20181,Kansas,KS,Sherman County
20183,Kansas,KS,Smith County
20185,Kansas,KS,Stafford County
20187,Kansas,KS,Stanton County
20189,Kansas,KS,Stevens County
20191,Kansas,KS,Sumner County
20193,Kansas,KS,Thomas County
20195,Kansas,KS,Trego County
20197,Kansas,KS,Wabaunsee County
20199,Kansas,KS,Wallace County
20201,Kansas,KS,Washington County
20203,Kansas,KS,Wichita County
20205,Kansas,KS,Wilson County
20207,Kansas,KS,Woodson County
20209,Kansas,KS,Wyandotte County
21001,Kentucky,KY,Adair County
21003,Kentucky,KY,Allen County
21005,Kentucky,KY,Anderson County
21007,Kentucky,KY,Ballard County
21009,Kentucky,KY,Barren County
21011,Kentucky,KY,Bath County
21013,Kentucky,KY,Bell County
21015,Kentucky,KY,Boone County
21017,Kentucky,KY,Bourbon County
21019,Kentucky,KY,Boyd County
21021,Kentucky,KY,Boyle County
21023,Kentucky,KY,Bracken County
21025,Kentucky,KY,Breathitt County
21027,Kentucky,KY,Breckinridge County
21029,Kentucky,KY,Bullitt County
21031,Kentucky,KY,Butler County
21033,Kentucky,KY,Caldwell County
21035,Kentucky,KY,Calloway County
21037,Kentucky,KY,Campbell County
21039,Kentucky,KY,Carlisle County
21041,Kentucky,KY,Carroll County
21043,Kentucky,KY,Carter County
21045,Kentucky,KY,Casey County
21047,Kentucky,KY,Christian County
21049,Kentucky,KY,Clark County
21051,Kentucky,KY,Clay County
21053,Kentucky,KY,Clinton County
21055,Kentucky,KY,Crittenden County
21057,Kentucky,KY,Cumberland County
21059,Kentucky,KY,Daviess County
21061,Kentucky,KY,Edmonson County
21063,Kentucky,KY,Elliott County
21065,Kentucky,KY,Estill County
21067,Kentucky,KY,Fayette County
21069,Kentucky,KY,Fleming County
21071,Kentucky,KY,Floyd County
21073,Kentucky,KY,Franklin County
21075,Kentucky,KY,Fulton County
21077,Kentucky,KY,Gallatin County
21079,Kentucky,KY,Garrard County
21081,Kentucky,KY,Grant County
21083,Kentucky,KY,Graves County
21085,Kentucky,KY,Grayson County
21087,Kentucky,KY,Green County
21089,Kentucky,KY,Greenup County
21091,Kentucky,KY,Hancock County
21093,Kentucky,KY,Hardin County
21095,Kentucky,KY,Harlan County
21097,Kentucky,KY,Harrison County
21099,Kentucky,KY,Hart County
21101,Kentucky,KY,Henderson County
21103,Kentucky,KY,Henry County
21105,Kentucky,KY,Hickman County
21107,Kentucky,KY,Hopkins County
21109,Kentucky,KY,Jackson County
21111,Kentucky,KY,Jefferson County
21113,Kentucky,KY,Jessamine County
21115,Kentucky,KY,Johnson County
21117,Kentucky,KY,Kenton County
21119,Kentucky,KY,Knott County
21121,Kentucky,KY,Knox County
21123,Kentucky,KY,Larue County
21125,Kentucky,KY,Laurel County
21127,Kentucky,KY,Lawrence County
21129,Kentucky,KY,Lee County
21131,Kentucky,KY,Leslie County
21133,Kentucky,KY,Letcher County
21135,Kentucky,KY,Lewis County
21137,Kentucky,KY,Lincoln County
21139,Kentucky,KY,Livingston County
21141,Kentucky,KY,Logan County
21143,Kentucky,KY,Lyon County
21145,Kentucky,KY,McCracken County
21147,Kentucky,KY,McCreary County
21149,Kentucky,KY,McLean County
21151,Kentucky,KY,Madison County
21153,Kentucky,KY,Magoffin County
21155,Kentucky,KY,Marion County
21157,Kentucky,KY,Marshall County
21159,Kentucky,KY,Martin County
21161,Kentucky,KY,Mason County
21163,Kentucky,KY,Meade County
21165,Kentucky,KY,Menifee County
21167,Kentucky,KY,Mercer County
21169,Kentucky,KY,Metcalfe County
21171,Kentucky,KY,Monroe County
21173,Kentucky,KY,Montgomery County
21175,Kentucky,KY,Morgan County
21177,Kentucky,KY,Muhlenberg County
21179,Kentucky,KY,Nelson County
21181,Kentucky,KY,Nicholas County
21183,Kentucky,KY,Ohio County
21185,Kentucky,KY,Oldham County
21187,Kentucky,KY,Owen County
21189,Kentucky,KY,Owsley County
21191,Kentucky,KY,Pendleton County
21193,Kentucky,KY,Perry County
21195,Kentucky,KY,Pike County
21197,Kentucky,KY,Powell County
21199,Kentucky,KY,Pulaski County
21201,Kentucky,KY,Robertson County
21203,Kentucky,KY,Rockcastle County
21205,Kentucky,KY,Rowan County
21207,Kentucky,KY,Russell County
21209,Kentucky,KY,Scott County
21211,Kentucky,KY,Shelby County
21213,Kentucky,KY,Simpson County
21215,Kentucky,KY,Spencer County
21217,Kentucky,KY,Taylor County
21219,Kentucky,KY,Todd County
21221,Kentucky,KY,Trigg County
21223,Kentucky,KY,Trimble County
21225,Kentucky,KY,Union County
21227,Kentucky,KY,Warren County
21229,Kentucky,KY,Washington County
21231,Kentucky,KY,Wayne County
21233,Kentucky,KY,Webster County
21235,Kentucky,KY,Whitley County
21237,Kentucky,KY,Wolfe County
21239,Kentucky,KY,Woodford County
22001,Louisiana,LA,Acadia Parish
22003,Louisiana,LA,Allen Parish
22005,Louisiana,LA,Ascension Parish
22007,Louisiana,LA,Assumption Parish
22009,Louisiana,LA,Avoyelles Parish
22011,Louisiana,LA,Beauregard Parish
22013,Louisiana,LA,Bienville Parish
22015,Louisiana,LA,Bossier Parish
22017,Louisiana,LA,Caddo Parish
22019,Louisiana,LA,Calcasieu Parish
22021,Louisiana,LA,Caldwell Parish
22023,Louisiana,LA,Cameron Parish
22025,Louisiana,LA,Catahoula Parish
22027,Louisiana,LA,Claiborne Parish
22029,Louisiana,LA,Concordia Parish
22031,Louisiana,LA,De Soto Parish
22033,Louisiana,LA,East Baton Rouge Parish
22035,Louisiana,LA,East Carroll Parish
22037,Louisiana,LA,East Feliciana Parish
22039,Louisiana,LA,Evangeline Parish
22041,Louisiana,LA,Franklin Parish
22043,Louisiana,LA,Grant Parish
22045,Louisiana,LA,Iberia Parish
22047,Louisiana,LA,Iberville Parish
22049,Louisiana,LA,Jackson Parish
22051,Louisiana,LA,Jefferson Parish
22053,Louisiana,LA,Jefferson Davis Parish
22055,Louisiana,LA,Lafayette Parish
22057,Louisiana,LA,Lafourche Parish
22059,Louisiana,LA,La Salle Parish
22061,Louisiana,LA,Lincoln Parish
22063,Louisiana,LA,Livingston Parish
22065,Louisiana,LA,Madison Parish
22067,Louisiana,LA,Morehouse Parish
22069,Louisiana,LA,Natchitoches Parish
22071,Louisiana,LA,Orleans Parish
22073,Louisiana,LA,Ouachita Parish
22075,Louisiana,LA,Plaquemines Parish
22077,Louisiana,LA,Pointe Coupee Parish
22079,Louisiana,LA,Rapides Parish
22081,Louisiana,LA,Red River Parish
22083,Louisiana,LA,Richland Parish
22085,Louisiana,LA,Sabine Parish
22087,Louisiana,LA,St. Bernard Parish
22089,Louisiana,LA,St. Charles Parish
22091,Louisiana,LA,St. Helena Parish
22093,Louisiana,LA,St. James Parish
22095,Louisiana,LA,St. John the Baptist Parish
22097,Louisiana,LA,St. Landry Parish
22099,Louisiana,LA,St. Martin Parish
22101,Louisiana,LA,St. Mary Parish
22103,Louisiana,LA,St. Tammany Parish
22105,Louisiana,LA,Tangipahoa Parish
22107,Louisiana,LA,Tensas Parish
22109,Louisiana,LA,Terrebonne Parish
22111,Louisiana,LA,Union Parish
22113,Louisiana,LA,Vermilion Parish
22115,Louisiana,LA,Vernon Parish
22117,Louisiana,LA,Washington Parish
22119,Louisiana,LA,Webster Parish
22121,Louisiana,LA,West Baton Rouge Parish
22123,Louisiana,LA,West Carroll Parish
22125,Louisiana,LA,West Feliciana Parish
22127,Louisiana,LA,Winn Parish
23001,Maine,ME,Androscoggin County
23003,Maine,ME,Aroostook County
23005,Maine,ME,Cumberland County
23007,Maine,ME,Franklin County
23009,Maine,ME,Hancock County
23011,Maine,ME,Kennebec County
23013,Maine,ME,Knox County
23015,Maine,ME,Lincoln County
23017,Maine,ME,Oxford County
23019,Maine,ME,Penobscot County
23021,Maine,ME,Piscataquis County
23023,Maine,ME,Sagadahoc County
23025,Maine,ME,Somerset County
23027,Maine,ME,Waldo County
23029,Maine,ME,Washington County
23031,Maine,ME,York County
24001,Maryland,MD,Allegany County
24003,Maryland,MD,Anne Arundel County
24005,Maryland,MD,Baltimore County
24009,Maryland,MD,Calvert County
24011,Maryland,MD,Caroline County
24013,Maryland,MD,Carroll County
24015,Maryland,MD,Cecil County
24017,Maryland,MD,Charles County
24019,Maryland,MD,Dorchester County
24021,Maryland,MD,Frederick County
24023,Maryland,MD,Garrett County
24025,Maryland,MD,Harford County
24027,Maryland,MD,Howard County
24029,Maryland,MD,Kent County
24031,Maryland,MD,Montgomery County
24033,Maryland,MD,Prince George's County
24035,Maryland,MD,Queen Anne's County
24037,Maryland,MD,St. Mary's County
24039,Maryland,MD,Somerset County
24041,Maryland,MD,Talbot County
24043,Maryland,MD,Washington County
24045,Maryland,MD,Wicomico County
24047,Maryland,MD,Worcester County
24510,Maryland,MD,Baltimore city
25001,Massachusetts,MA,Barnstable County
25003,Massachusetts,MA,Berkshire County
25005,Massachusetts,MA,Bristol County
25007,Massachusetts,MA,Dukes County
25009,Massachusetts,MA,Essex County
25011,Massachusetts,MA,Franklin County
25013,Massachusetts,MA,Hampden County
25015,Massachusetts,MA,Hampshire County
25017,Massachusetts,MA,Middlesex County
25019,Massachusetts,MA,Nantucket County
25021,Massachusetts,MA,Norfolk County
25023,Massachusetts,MA,Plymouth County
25025,Massachusetts,MA,Suffolk County
25027,Massachusetts,MA,Worcester County
26001,Michigan,MI,Alcona County
26003,Michigan,MI,Alger County
26005,Michigan,MI,Allegan County
26007,Michigan,MI,Alpena County
26009,Michigan,MI,Antrim County
26011,Michigan,MI,Arenac County
26013,Michigan,MI,Baraga County
26015,Michigan,MI,Barry County
26017,Michigan,MI,Bay County
26019,Michigan,MI,Benzie County
26021,Michigan,MI,Berrien County
26023,Michigan,MI,Branch County
26025,Michigan,MI,Calhoun County
26027,Michigan,MI,Cass County
26029,Michigan,MI,Charlevoix County
26031,Michigan,MI,Cheboygan County
26033,Michigan,MI,Chippewa County
26035,Michigan,MI,Clare County
26037,Michigan,MI,Clinton County
26039,Michigan,MI,Crawford County
26041,Michigan,MI,Delta County
26043,Michigan,MI,Dickinson County
26045,Michigan,MI,Eaton County
26047,Michigan,MI,Emmet County
26049,Michigan,MI,Genesee County
26051,Michigan,MI,Gladwin County
26053,Michigan,MI,Gogebic County
26055,Michigan,MI,Grand Traverse County
26057,Michigan,MI,Gratiot County
26059,Michigan,MI,Hillsdale County
26061,Michigan,MI,Houghton County
26063,Michigan,MI,Huron County
26065,Michigan,MI,Ingham County
26067,Michigan,MI,Ionia County
26069,Michigan,MI,Iosco County
26071,Michigan,MI,Iron County
26073,Michigan,MI,Isabella County
26075,Michigan,MI,Jackson County
26077,Michigan,MI,Kalamazoo County
26079,Michigan,MI,Kalkaska County
26081,Michigan,MI,Kent County
26083,Michigan,MI,Keweenaw County
26085,Michigan,MI,Lake County
26087,Michigan,MI,Lapeer County
26089,Michigan,MI,Leelanau County
26091,Michigan,MI,Lenawee County
26093,Michigan,MI,Livingston County
26095,Michigan,MI,Luce County
26097,Michigan,MI,Mackinac County
26099,Michigan,MI,Macomb County
26101,Michigan,MI,Manistee County
26103,Michigan,MI,Marquette County
26105,Michigan,MI,Mason County
26107,Michigan,MI,Mecosta County
26109,Michigan,MI,Menominee County
26111,Michigan,MI,Midland County
26113,Michigan,MI,Missaukee County
26115,Michigan,MI,Monroe County
26117,Michigan,MI,Montcalm County
26119,Michigan,MI,Montmorency County
26121,Michigan,MI,Muskegon County
26123,Michigan,MI,Newaygo County
26125,Michigan,MI,Oakland County
26127,Michigan,MI,Oceana County
26129,Michigan,MI,Ogemaw County
26131,Michigan,MI,Ontonagon County
26133,Michigan,MI,Osceola County
26135,Michigan,MI,Oscoda County
26137,Michigan,MI,Otsego County
26139,Michigan,MI,Ottawa County
26141,Michigan,MI,Presque Isle County
26143,Michigan,MI,Roscommon County
26145,Michigan,MI,Saginaw County
26147,Michigan,MI,St. Clair County
26149,Michigan,MI,St. Joseph County
26151,Michigan,MI,Sanilac County
26153,Michigan,MI,Schoolcraft County
26155,Michigan,MI,Shiawassee County
26157,Michigan,MI,Tuscola County
26159,Michigan,MI,Van Buren County
26161,Michigan,MI,Washtenaw County
26163,Michigan,MI,Wayne County
26165,Michigan,MI,Wexford County
27001,Minnesota,MN,Aitkin County
27003,Minnesota,MN,Anoka County
27005,Minnesota,MN,Becker County
27007,Minnesota,MN,Beltrami County
27009,Minnesota,MN,Benton County
27011,Minnesota,MN,Big Stone County
27013,Minnesota,MN,Blue Earth County
27015,Minnesota,MN,Brown County
27017,Minnesota,MN,Carlton County
27019,Minnesota,MN,Carver County
27021,Minnesota,MN,Cass County
27023,Minnesota,MN,Chippewa County
27025,Minnesota,MN,Chisago County
27027,Minnesota,MN,Clay County
27029,Minnesota,MN,Clearwater County
27031,Minnesota,MN,Cook County
27033,Minnesota,MN,Cottonwood County
27035,Minnesota,MN,Crow Wing County
27037,Minnesota,MN,Dakota County
27039,Minnesota,MN,Dodge County
27041,Minnesota,MN,Douglas County
27043,Minnesota,MN,Faribault County
27045,Minnesota,MN,Fillmore County
27047,Minnesota,MN,Freeborn County
27049,Minnesota,MN,Goodhue County
27051,Minnesota,MN,Grant County
27053,Minnesota,MN,Hennepin County
27055,Minnesota,MN,Houston County
27057,Minnesota,MN,Hubbard County
27059,Minnesota,MN,Isanti County
27061,Minnesota,MN,Itasca County
27063,Minnesota,MN,Jackson County
27065,Minnesota,MN,Kanabec County
27067,Minnesota,MN,Kandiyohi County
27069,Minnesota,MN,Kittson County
27071,Minnesota,MN,Koochiching County
27073,Minnesota,MN,Lac qui Parle County
27075,Minnesota,MN,Lake County
27077,Minnesota,MN,Lake of the Woods County
27079,Minnesota,MN,Le Sueur County
27081,Minnesota,MN,Lincoln County
27083,Minnesota,MN,Lyon County
27085,Minnesota,MN,McLeod County
27087,Minnesota,MN,Mahnomen County
27089,Minnesota,MN,Marshall County
27091,Minnesota,MN,Martin County
27093,Minnesota,MN,Meeker County
27095,Minnesota,MN,Mille Lacs County
27097,Minnesota,MN,Morrison County
27099,Minnesota,MN,Mower County
27101,Minnesota,MN,Murray County
27103,Minnesota,MN,Nicollet County
27105,Minnesota,MN,Nobles County
27107,Minnesota,MN,Norman County
27109,Minnesota,MN,Olmsted County
27111,Minnesota,MN,Otter Tail County
27113,Minnesota,MN,Pennington County
27115,Minnesota,MN,Pine County
27117,Minnesota,MN,Pipestone County
27119,Minnesota,MN,Polk County
27121,Minnesota,MN,Pope County
27123,Minnesota,MN,Ramsey County
27125,Minnesota,MN,Red Lake County
27127,Minnesota,MN,Redwood County
27129,Minnesota,MN,Renville County
27131,Minnesota,MN,Rice County
27133,Minnesota,MN,Rock County
27135,Minnesota,MN,Roseau County
27137,Minnesota,MN,St. Louis County
27139,Minnesota,MN,Scott County
27141,Minnesota,MN,Sherburne County
27143,Minnesota,MN,Sibley County
27145,Minnesota,MN,Stearns County
27147,Minnesota,MN,Steele County
27149,Minnesota,MN,Stevens County
27151,Minnesota,MN,Swift County
27153,Minnesota,MN,Todd County
27155,Minnesota,MN,Traverse County
27157,Minnesota,MN,Wabasha County
27159,Minnesota,MN,Wadena County
27161,Minnesota,MN,Waseca County
27163,Minnesota,MN,Washington County
27165,Minnesota,MN,Watonwan County
27167,Minnesota,MN,Wilkin County
27169,Minnesota,MN,Winona County
27171,Minnesota,MN,Wright County
27173,Minnesota,MN,Yellow Medicine County
28001,Mississippi,MS,Adams County
28003,Mississippi,MS,Alcorn County
28005,Mississippi,MS,Amite County
28007,Mississippi,MS,Attala County
28009,Mississippi,MS,Benton County
28011,Mississippi,MS,Bolivar County
28013,Mississippi,MS,Calhoun County
28015,Mississippi,MS,Carroll County
28017,Mississippi,MS,Chickasaw County
28019,Mississippi,MS,Choctaw County
28021,Mississippi,MS,Claiborne County
28023,Mississippi,MS,Clarke County
28025,Mississippi,MS,Clay County
28027,Mississippi,MS,Coahoma County
28029,Mississippi,MS,Copiah County
28031,Mississippi,MS,Covington County
28033,Mississippi,MS,DeSoto County
28035,Mississippi,MS,Forrest County
28037,Mississippi,MS,Franklin County
28039,Mississippi,MS,George County
28041,Mississippi,MS,Greene County
28043,Mississippi,MS,Grenada County
28045,Mississippi,MS,Hancock County
28047,Mississippi,MS,Harrison County
28049,Mississippi,MS,Hinds County
28051,Mississippi,MS,Holmes County
28053,Mississippi,MS,Humphreys County
28055,Mississippi,MS,Issaquena County
28057,Mississippi,MS,Itawamba County
28059,Mississippi,MS,Jackson County
28061,Mississippi,MS,Jasper County
28063,Mississippi,MS,Jefferson County
28065,Mississippi,MS,Jefferson Davis County
28067,Mississippi,MS,Jones County
28069,Mississippi,MS,Kemper County
28071,Mississippi,MS,Lafayette County
28073,Mississippi,MS,Lamar County
28075,Mississippi,MS,Lauderdale County
28077,Mississippi,MS,Lawrence County
28079,Mississippi,MS,Leake County
28081,Mississippi,MS,Lee County
28083,Mississippi,MS,Leflore County
28085,Mississippi,MS,Lincoln County
28087,Mississippi,MS,Lowndes County
28089,Mississippi,MS,Madison County
28091,Mississippi,MS,Marion County
28093,Mississippi,MS,Marshall County
28095,Mississippi,MS,Monroe County
28097,Mississippi,MS,Montgomery County
28099,Mississippi,MS,Neshoba County
28101,Mississippi,MS,Newton County
28103,Mississippi,MS,Noxubee County
28105,Mississippi,MS,Oktibbeha County
28107,Mississippi,MS,Panola County
28109,Mississippi,MS,Pearl River County
28111,Mississippi,MS,Perry County
28113,Mississippi,MS,Pike County
28115,Mississippi,MS,Pontotoc County
28117,Mississippi,MS,Prentiss County
28119,Mississippi,MS,Quitman County
28121,Mississippi,MS,Rankin County
28123,Mississippi,MS,Scott County
28125,Mississippi,MS,Sharkey County
28127,Mississippi,MS,Simpson County
28129,Mississippi,MS,Smith County
28131,Mississippi,MS,Stone County
28133,Mississippi,MS,Sunflower County
28135,Mississippi,MS,Tallahatchie County
28137,Mississippi,MS,Tate County
28139,Mississippi,MS,Tippah County
28141,Mississippi,MS,Tishomingo County
28143,Mississippi,MS,Tunica County
28145,Mississippi,MS,Union County
28147,Mississippi,MS,Walthall County
28149,Mississippi,MS,Warren County
28151,Mississippi,MS,Washington County
28153,Mississippi,MS,Wayne County
28155,Mississippi,MS,Webster County
28157,Mississippi,MS,Wilkinson County
28159,Mississippi,MS,Winston County
28161,Mississippi,MS,Yalobusha County
28163,Mississippi,MS,Yazoo County
29001,Missouri,MO,Adair County
29003,Missouri,MO,Andrew County
29005,Missouri,MO,Atchison County
29007,Missouri,MO,Audrain County
29009,Missouri,MO,Barry County
29011,Missouri,MO,Barton County
29013,Missouri,MO,Bates County
29015,Missouri,MO,Benton County
29017,Missouri,MO,Bollinger County
29019,Missouri,MO,Boone County
29021,Missouri,MO,Buchanan County
29023,Missouri,MO,Butler County
29025,Missouri,MO,Caldwell County
29027,Missouri,MO,Callaway County
29029,Missouri,MO,Camden County
29031,Missouri,MO,Cape Girardeau County
29033,Missouri,MO,Carroll County
29035,Missouri,MO,Carter County
29037,Missouri,MO,Cass County
29039,Missouri,MO,Cedar County
29041,Missouri,MO,Chariton County
29043,Missouri,MO,Christian County
29045,Missouri,MO,Clark County
29047,Missouri,MO,Clay County
29049,Missouri,MO,Clinton County
29051,Missouri,MO,Cole County
29053,Missouri,MO,Cooper County
29055,Missouri,MO,Crawford County
29057,Missouri,MO,Dade County
29059,Missouri,MO,Dallas County
29061,Missouri,MO,Daviess County
29063,Missouri,MO,DeKalb County
29065,Missouri,MO,Dent County
29067,Missouri,MO,Douglas County
29069,Missouri,MO,Dunklin County
29071,Missouri,MO,Franklin County
29073,Missouri,MO,Gasconade County
29075,Missouri,MO,Gentry County
29077,Missouri,MO,Greene County
29079,Missouri,MO,Grundy County
29081,Missouri,MO,Harrison County
29083,Missouri,MO,Henry County
29085,Missouri,MO,Hickory County
29087,Missouri,MO,Holt County
29089,Missouri,MO,Howard County
29091,Missouri,MO,Howell County
29093,Missouri,MO,Iron County
29095,Missouri,MO,Jackson County
29097,Missouri,MO,Jasper County
29099,Missouri,MO,Jefferson County
29101,Missouri,MO,Johnson County
29103,Missouri,MO,Knox County
29105,Missouri,MO,Laclede County
29107,Missouri,MO,Lafayette County
29109,Missouri,MO,Lawrence County
29111,Missouri,MO,Lewis County
29113,Missouri,MO,Lincoln County
29115,Missouri,MO,Linn County
29117,Missouri,MO,Livingston County
29119,Missouri,MO,McDonald County
29121,Missouri,MO,Macon County
29123,Missouri,MO,Madison County
29125,Missouri,MO,Maries County
29127,Missouri,MO,Marion County
29129,Missouri,MO,Mercer County
29131,Missouri,MO,Miller County
29133,Missouri,MO,Mississippi County
29135,Missouri,MO,Moniteau County
29137,Missouri,MO,Monroe County
29139,Missouri,MO,Montgomery County
29141,Missouri,MO,Morgan County
29143,Missouri,MO,New Madrid County
29145,Missouri,MO,Newton County
29147,Missouri,MO,Nodaway County
29149,Missouri,MO,Oregon County
29151,Missouri,MO,Osage County
29153,Missouri,MO,Ozark County
29155,Missouri,MO,Pemiscot County
29157,Missouri,MO,Perry County
29159,Missouri,MO,Pettis County
29161,Missouri,MO,Phelps County
29163,Missouri,MO,Pike County
29165,Missouri,MO,Platte County
29167,Missouri,MO,Polk County
29169,Missouri,MO,Pulaski County
29171,Missouri,MO,Putnam County
29173,Missouri,MO,Ralls County
29175,Missouri,MO,Randolph County
29177,Missouri,MO,Ray County
29179,Missouri,MO,Reynolds County
29181,Missouri,MO,Ripley County
29183,Missouri,MO,St. Charles County
29185,Missouri,MO,St. Clair County
29186,Missouri,MO,Ste. Genevieve County
29187,Missouri,MO,St. Francois County
29189,Missouri,MO,St. Louis County
29195,Missouri,MO,Saline County
29197,Missouri,MO,Schuyler County
29199,Missouri,MO,Scotland County
29201,Missouri,MO,Scott County
29203,Missouri,MO,Shannon County
29205,Missouri,MO,Shelby County
29207,Missouri,MO,Stoddard County
29209,Missouri,MO,Stone County
29211,Missouri,MO,Sullivan County
29213,Missouri,MO,Taney County
29215,Missouri,MO,Texas County
29217,Missouri,MO,Vernon County
29219,Missouri,MO,Warren County
29221,Missouri,MO,Washington County
29223,Missouri,MO,Wayne County
29225,Missouri,MO,Webster County
29227,Missouri,MO,Worth County
29229,Missouri,MO,Wright County
29510,Missouri,MO,St. Louis city
30001,Montana,MT,Beaverhead County
30003,Montana,MT,Big Horn County
30005,Montana,MT,Blaine County
30007,Montana,MT,Broadwater County
30009,Montana,MT,Carbon County
30011,Montana,MT,Carter County
30013,Montana,MT,Cascade County
30015,Montana,MT,Chouteau County
30017,Montana,MT,Custer County
30019,Montana,MT,Daniels County
30021,Montana,MT,Dawson County
30023,Montana,MT,Deer Lodge County
